Name,HighestDegree,Division,DivisionAddress,PersonalAddress,Email,PhoneNumber,Department,JobTitle,JobDescription,Salary,Birthdate,SocialSecurity
LynN rOBINSon,AB,Central Division,"202 MaIN ST, colUMBuS, oH 43085",,lyNN_rObiNSoN@kLb..com,001-631-620-9062x678,Operations,opERatiOns ASSOCIAte LeVel 5,"perForMS ProduCTIOn AnD oPERaTiOnAL TAsKs WitHIn tHE cENtRal DIvisioN, ensurinG QualITY aND EFfiCIeNCY IN prOceSSES.%",30246.95,1983-9-23,194-12-699
MArK eLlIS,BA,,"202 mAIN sT, COlumbUs, Oh 43085%","78308 braNdOn LOcKS SUIte 899
dakOTaview, MI 37732",Mark_ElLiS#klB.com,+1-883-867-1467x490,Administrative,SeCRETAry LEVEL 1#,"PRovIdes ADmiNistrATIVE SUpPoRt wITHiN THe CEntRAl DivIsIOn, AsSiSTing wItH ScheDuLiNg, dOcUMENtAtION, And CoMmuNIcAtIOn tasKs.$",36369.51,10.02.1999,528/93/68478
jULie bRIGGS%,AB,,,"499 wIlLiAMs rUN
WillIamSoNFOrt, nv 35403",juliE_brIgGS!klb.CoM,570.496.1316x818,Operations,oPeRATIOnS AssoCIaTE LEVel 6!,"PErFORMs pRoduCtioN AND opEraTIoNAl tAsks wiTHiN thE EAST DivIsION, ensuriNg qUALItY ANd EFfiCiency In proCeSses.",35391.08,10.7.1998,871 50 92629
nIcoLe BeNnetT#,PhD,Central Division,"202 maIN St, colUMBus, Oh 43085%","374 RObERT JuNcTioN apT. 586
West sTephANIe, MN 89247",NICoLE_bENnEtT@KLb.cOM,(476)642-5836x447,,,,118563.9,1991.2.9,876 81 3793
CrIstiNA FRedERIck#,GED,,"202 MaiN sT, COlumbus, Oh 43085$",,CRIstiNA_FrEDericK%klb.cOm,(318)585-8574x927,Operations,oPErAtIONs AsSOCiaTe LEVel 6,"PErFoRMs pRoDUctioN anD OPeratiONal tAsks wIthIN tHE CEnTrAl DiviSiOn, ensuRINg qUality ANd effiCiencY in prOcEsSeS.#",40123.69,12/20/1985,
BRENDA bRYAnT,BS,North Division,"123 north sT, SPRinGfiELD, iL 62701^",,BrENda_BRyant@Klb.COM,001-676-214-7665x716,Operations,OPERatIONS AssocIaTE LeVEL 6&,"PerfoRMs pRoDUCTiON AND OpEraTioNal TasKS wITHIN thE NOrTh dIVISIOn, ensURInG QualiTY And EfFIcienCY In PRoCesSES.$",38629.18,1979/07/18,162-51-1803!
jOSePh sANDeRS,BS,South Division,,"130 DERRICK FALl ApT. 725
LAKe MONica, ia 04988",JOsEPH_SaNderS@KLB.COm,+1-401-456-5095x25374,HR,Hr SPeCIalIST 3%,"mANAgeS rEcRuiTmENt anD OnboARDiNg, suppOrtS empLOYeE reLATIoNs, and MAInTaiNS COMPliANce WITH LAbOr LAws aS SpEcIaLIsT 3.",40678.44,1978/12/29,832-10-93538!
KeiTh muRiLlo,CTE,West Division,"101 West Dr, SACRAMENTO, cA 94203#","989 orR dam
NOrTH dAvidsTaD, mN 78653^",kEiTH_MurIlLO@Klb.COm,694-662-7944,Operations,OPerAtioNs AsSOcIaTe leVEl 3,"perForMS PRodUcTiOn aND oPeratIonaL TASKS wiTHIn The wesT diViSIoN, ENSUrIng qUaliTY and EffIcIEncY iN PRocesSes.",33214.72,1994.06.12,734/95/82700
tylEr SwEEnEY#,GED,South Division,"456 soUtH AVE, AUsTIn, tX 73301$","15442 amAnDA REsT
LAkE JosEph, tx 58736",TYlER_sWeenEY!KLB.cOM,484-437-4027x80620,Operations,opeRAtIoNs aSSOCIaTE levEl 3,"perForMS proDuCtION aNd OPerAtiOnAl tASKS wIthIn tHe sOUTH dIviSiON, ensURiNG quAliTy aND EfFiCiENCY IN ProcEsseS.",36055.25,1998.11.19,345/13/59335
BaRbara sANTaNa,AB,,"789 eASt bLvD, ALbaNy, Ny 12201","76279 POttER ISlANd APt. 024
JAsOnLAnd, Mh 23181",BARBaRA_SaNtANA@kLB..cOm,698.447.2303,Administrative,SeCrEtArY LEvel 4!,,46872.59,1967-01-27,131-70-485@
SteVEn enGlISH^,GED,East Division,"789 eAst BLVd, AlBANy, nY 12201#","3824 WEst IsLANds Apt. 209
NoRth sCoTtMoUtH, Nd 12251!",STevEN_ENgLisH@klB..Com,,Operations,OPERAtiOns assocIate leVEL 2,,28822.81,07/1997/24,163 64 331#
bReTT stePHenS,HS,,"101 WEST Dr, sACrAmeNTO, Ca 94203","402 JefF ShOaL SUITE 614
KrIstInfUrt, hI 65281*",BreTt_STEpHENs@KlB.com,(433)604-1176x14215,Administrative,seCREtAry LeVEL 4%,"proViDeS admINistRATiVE SUpPOrt within THE west divisiOn, ASsiSTING WITH ScheDulInG, dOCUmentAtioN, AND comMuNIcATiOn tasKs.%",42108.59,1998-11-09,233-15-98476&
JOhNnY PEREz%,BS,South Division,"456 soUth AVE, aUSTin, Tx 73301","10287 wIlLiams stRAvenuE
NortH StEphaNIe, Ks 34244",jOHNny_PErEz@klB.coM,9583093511,Administrative,secREtARy level 3,"pROviDES AdmInIsTRatiVe SUppoRt WiThIN the SOUtH divIsion, ASsISTing WitH SchedulINg, DOCUmeNtatIon, aND cOmMuniCaTION TAsKS.",43073.09,1998.9.3,080 31 3344!
taNnER stEphenS,CTE,East Division,"789 eAsT blvD, ALBAnY, ny 12201#","576 LaurA VIaduCT suitE 660
maTtHEWTon, RI 98247$",,(346)963-6865x18638,Operations,OPeratiONS AssOCiaTE LEvEL 4,,,09.1984.05,662-02-19926!
JesSE SheltoN!,BS,North Division,"123 NortH sT, SPRinGfIELd, Il 62701%","USNv ScOTt
FpO ae 39392",jeSSE_SHeLtOn@Klb.Com,001-838-647-5431,Operations,oPEraTIOnS aSsoCIATe LEvEL 1&,"peRfoRmS proDUCTion anD OPeratIoNaL taSks WiTHiN THe NOrTh DIVISION, ensuRInG QUAlItY ANd EFfiCIENcY in PRocesseS.",28170.17,1993-06-19,615/35/74474
miRanda Ryan@,MS,,"202 mAin ST, COLumbus, Oh 43085","581 dIaNe PlAZa
nEw samAnTHaMoUTH, NH 47360%",miRANDA_rYaN%klb.COm,001-981-922-7764x77077,Engineering,engIneeR LeVeL 2,"worKS on techNiCAl ProjECTS, Ensures coMplIAnCE wiTh SafEty STaNdardS, AnD PRoViDEs EnginEEriNG SOlutIONS as ENgiNeEr LEvel 2.",111417.73,27-1994-7,399/97/72416
ERnEsT OweN,HS,West Division,"101 weSt dr, sacRaMENTO, cA 94203&","965 JohN OverpAss
LiNdSEYstAd, pr 93931",ernESt_oweN@KlB..CoM,(430)839-0680,Operations,oPeRAtIOnS asSociATE lEVel 1#,,29628.17,12/22/1986,779-98-98412
kEllY fLeTcHer,AB,South Division,"456 soUth Ave, auStin, Tx 73301%","1327 KEVin TRACe
SoUTh BreAnNaBOROugh, Az 25178",KeLLY_fLeTcher#KLB.COm,(331)410-9387,Operations,oPeraTIONS assocIate LevEL 6,"pERFORMs PrOduCtiON And opErATIOnal tASkS WiTHiN tHE soUtH diViSioN, eNsurINg QuaLitY ANd EFFICieNcy in ProcesSEs.@",31015.81,1993.8.6,399 41 64009!
KArA DaVID!,,Central Division,,"433 HIlL PArkS ApT. 263
SoUTh ranDAll, Nm 86727",,(959)364-5876x69494,Administrative,SEcrETarY LEVEl 4,"pROvideS aDmIniSTRaTive SUppORt WIThin THe CeNTrAl DIVIsioN, asSISTiNg wiTH scHEduling, DocUmEntaTioN, aND cOMMuNICATIoN tASKS.",42572.31,22/8/1987,363-81-39100
Bryan SHoRT$,BS,North Division,"123 NortH ST, SprIngfIEld, il 62701",,BRyaN_ShoRt@Klb.COM,995-515-8428,HR,,"MAnAgeS RECRuiTmEnT aNd ONbOARdINg, suPporTS EMPloyEE RElatIons, AnD MAintAiNS coMPliaNce witH lAbOr lAws aS SpEciaList 1.%",,1990-06-29,360-59-601
ALLisON WOLfE@,BS,East Division,"789 EasT BLVD, albANy, nY 12201*","19160 KeviN ShORES
pOrt JOSepHFUrT, iN 55538",,+1-641-851-9150,Operations,oPerATionS ASsOcIATE leVel 4,,31244.87,9-14-1983,803 90 8099
SAVanNaH mENdOza,CTE,,"789 eaSt bLVD, ALBANY, ny 12201","90490 kAThlEEN dam APt. 381
CalderoNVIlle, rI 75844#",SAVaNNah_mENDOZa@kLb..Com,+1-547-673-7421x4730,Operations,OPERATIONs aSSOCiaTE LEVel 9%,"pErfoRMS ProDuCtiON and operATionAl taSKS wIthiN tHE EaSt dIViSioN, ENsuRiNG QualITY AnD EfficIeNcY In prOCeSSEs.",40335.41,14/2/1997,217/14/29722
adAm bURGess,BS,,"123 nORTh St, spRIngfiELD, iL 62701!","388 JONeS Wall aPT. 607
port lAwreNCecheSTER, Ok 53509",,001-864-316-0529x751,Administrative,,"ProviDes AdmInisTrAtIVe sUppoRt WItHIN thE North DiVISiON, ASsIstiNg WiTh sCHEDULiNG, DoCuMenTATIon, AnD COmmunicATiOn taSkS.*",34677.41,,447 76 65619^
caRoL BURnS PhD@,CTE,West Division,"101 WeST Dr, SAcRaMenTO, cA 94203","PSc 1402, Box 1501
aPo aa 63970",Carol_bUrNs_PhD@KLB.com,877-647-0198x19326,Operations,OPeRatIoNS asSocIatE lEvEL 3%,"PerfoRmS pRoduCtion AnD OPeRATIOnaL tASKS within THE WEST diViSiOn, ENSuRiNg QuaLity AND eFFicIEncy IN PRoceSSES.!",33149.14,2002-27-01,196/83/85748#
MeGAn nUNez,GED,West Division,"101 weST Dr, sacraMEnTo, Ca 94203!","6766 mIchellE PRaiRIe
PoRT mArk, pa 99402$",megAn_nunez#kLb.COm,001-597-227-2623x2195,Operations,OPErATIONs ASsociATE lEveL 2$,"PERfORmS prODUCtIOn AND operAtIOnAl TaSks WIThIN the WeST dIvISion, EnSUrINg QUAlity And EFFicIenCY In prOCeSSes.^",28241.51,1980-5-13,005-34-38272
rHONDA miLlEr DDS,GED,South Division,"456 sOuth AVE, aUstIn, tx 73301$","0923 BElL fIeLds apT. 822
scOTtvillE, ks 13534",RhoNDA_MillER_ddS@KLB.Com,+1-639-346-6950,Operations,oPeratIoNS ASsocIAtE lEVeL 10,"PeRfOrmS ProDuctiON ANd oPeRAtionAl TasKS wIThIn thE sOutH diVisiON, eNSuRiNg Quality AND eFfIciencY in PROCeSSEs.&",39762.66,1989-10-02,662/29/6300
maRiA heRReRa#,CTE,Central Division,"202 mAIN st, CoLUMBUs, oH 43085@","852 dEBrA plAIns
TimOthYland, IL 49220",marIa_HeRRERA%KLB.COM,396-473-5516,Operations,OpERATIoNS ASsOCIaTE LeVeL 2,"pErFOrms pRoDuCTION ANd OPERATionAl tAsKS WithIN thE ceNTral diVISioN, enSURing QUalIty and EFficIeNcY in PROCESsEs.#",,,013/15/7563
mrS. MargarEt cAmpbeLL@,MS,West Division,"101 weST DR, saCRamENTo, cA 94203!","1303 StEPhEN kNolLS
michELLECHeSter, co 96950",MRS._MArGaREt_CAmPBelL@KlB.Com,+1-330-803-7036x6262,Engineering,eNgINEErINg MAnAGER LeVEl 3,"lEAds eNgINeErIng tEAmS, moNitorS pROjEct Progress, anD EnsUres tImeLY DElIvERY As eNgineeriNg ManAGer leVEl 3.",166919.65,1979.10.21,644-21-25046
catHY LeE#,HS,Central Division,,"3274 Porter HIGHwAy Apt. 316
nOrTh aNnA, Or 72830&",,(204)405-7275,Operations,OpERatiOnS ASSociate lEVEl 2,"PERForMS prODUCtiON AnD OperaTiOnaL TaskS WithIN the CEntraL diViSIoN, ENSUrING QUALIty aNd EfficiEnCy In prOCEsSes.#",,1977-5-1,642 83 1751
eLiZABetH agUiRRE#,CTE,South Division,"456 sOUth AVe, Austin, TX 73301%","35115 owen glens apT. 577
LAKe MARk, Sc 93114",elIzAbEtH_aGUiRRE@klb.com,630-692-2665x82381,Operations,oPERaTioNS asSoCIatE LeveL 5,"PERfoRMS prODuCtION aNd oPeraTIoNAl TAskS WIThIn tHe sOuTh DiviSiON, EnSuRiNg QUAliTY AND eFFIcIEnCy In PRoCesseS.",34914.46,17-1981-11,189-71-98922%
eriC pHilLIPS,CTE,,"789 EaST blVD, albanY, nY 12201","UNit 0113 Box 2350
dPo Ae 12396@",eric_PhiLlIpS%Klb.coM,251.424.8599,Operations,OpeRatioNS ASSoCiate LEveL 2,"PerFoRMs prodUcTIOn anD OperAtionAL tASKs WitHIn the eaST DiViSIoN, eNSuRing QuALiTY anD EFfICIENCy IN ProceSses.$",30467.0,1999/12/20,824 81 375
DuSTIN LOpEZ,GED,North Division,"123 NorTh ST, spRIngFIELd, IL 62701$","3145 WAtSon manOR aPt. 508
VICtoRIAPORT, MS 92413",DusTIn_LOpEz@KLB.cOM,518.579.8976,Operations,,,28673.25,1972.01.21,132-26-01295
ALEXa sMiTh,BA,West Division,"101 WESt dR, SacRaMeNtO, cA 94203",,AleXA_SmIth@kLB..coM,422-429-4419,Operations,OperaTIoNs lead LEVeL 3,"eNSurEs SMOOTh DAiLY oPeRAtiOnS, manAGes RESoUrcE aLlocAtioN, anD ResOLVeS wOrKfloW chALLENgES aS OpErAtIonS Lead leVel 3.",96367.13,1974.04.26,619 14 98667
STefANie SIMmOns!,BS,West Division,"101 wESt dr, saCramEnTO, CA 94203","09928 STeWART dam
BrUCebuRgh, Vt 14380",,553-455-0514,Administrative,sECreTaRy leVel 1,"PrOvidEs AdmiNISTratIvE supPORt WitHIn The WEsT DiVisIon, aSsISTING WiTH ScheduLiNG, DoCumeNTATioN, and coMMUniCatIOn TAsKs.&",40680.92,23.09.1970,
StEPHAnIE MARks*,MS,Central Division,"202 mAIn st, ColuMBus, oh 43085","76972 tHOmPSON pasSAGE SuITe 803
wilLIambOROuGh, nJ 86248!",STEphanie_MARKS@KlB.com,(400)555-1874x1132,Engineering,ENGINeEr leveL 1&,"WorKs ON TechNIcAL ProJeCTS, ENsuRES COmPLiance wiTh SAfEty STAnDARDs, and PROvIDes engiNEerinG SoLUTIOns AS eNgIneer LEVeL 1.@",93816.2,07.10.1976,639 18 315
ADam EdWARds@,GED,North Division,"123 nORTH St, SPRIngfielD, il 62701#",,ADAM_EDwARdS!klb.com,001-454-526-0062x892,,oPERatiOns AsSOCIAte LeveL 3%,"PErFOrmS pROduCTion And OpEraTionaL tAskS WiTHiN The nORth divisIon, eNsuRiNg qualiTy anD EfFICieNcY IN pRoCEssES.",28835.97,2004/04/30,266 27 58992#
amandA BEltran,GED,West Division,"101 WEST dR, saCRAMenTO, CA 94203","06510 JeSSE pARk SUItE 190
POrt JennAMoutH, MI 67926*",aMaNDA_bELtran@klB.Com,(786)693-2381x22101,Operations,oPERAtiOnS AsSOciAte lEVeL 4,"PERFOrMs PRODUCtION ANd opERAtIonAL taSKS WithIN ThE WesT DiVisioN, eNsUrinG qUaLiTy AND EFficIEnCY In PROCESsES.^",29876.8,,488 60 990&
rANdy WRIGhT,HS,East Division,"789 eAST bLvD, AlbAny, ny 12201$",,RAnDY_WRIGht@KLb.com,521.356.3237,Operations,opErAtiOns ASSoCiAte leveL 1,"perFORMs proDuCtION and oPeRAtIonAL TAsKs wiTHIN thE easT dIVisiOn, eNsuriNG QuAlity And EfFICIeNCy iN PrOCesSEs.^",31401.29,1980-11-8,744 52 71506
joN HIckMaN,MA,Central Division,"202 mAin st, ColuMBus, Oh 43085","4558 KRISTy KnolL
cInDYMouTH, FM 48149#",jon_HicKMAn!KLb.CoM,(721)268-3357x66808,Administrative,SeCRETarY leveL 4^,"PRoViDES AdMINIStraTiVE SUpport WIThiN ThE ceNTrAL DIVIsION, AssiStinG With schEDuLINg, documeNtAtIOn, AND COmmunICAtiOn TAsKs.@",44803.99,06/1984/01,
DaWN heATH,AB,South Division,"456 souTH Ave, AUStIN, tx 73301#",,,,Operations,oPERationS ASsocIATe lEVel 3,"perForMS pRoductioN ANd operAtiOnAL TAsKS WITHiN tHe SoUTH dIviSIon, ENSuRing QUaLITy ANd eFFicIEnCy In prOcEsSeS.",35151.96,,397 57 7216
RAChel rOMAn@,BS,Central Division,,,racHEL_ROmaN@klB..Com,(497)740-0717,Operations,opEraTIOns associate lEVel 1^,"PerforMs PRoductIOn And oPeraTIONAl taskS WITHIn THe cEntraL diViSIon, ensurInG quAlITY AnD effICiENcY IN pROCessEs.#",35379.02,20/2002/2,769-60-27401$
KriSTiNE BRaNDT@,MS,East Division,"789 eASt blVd, aLBaNY, Ny 12201","usCgc odoNnEll
fpO ap 14101*",KRISTINE_BRaNDt@klb.cOm,6842145438,Operations,OPeraTiONs Lead LeVel 4,"eNsureS SmoOTh dAIly OPeRationS, mANaGes RESOUrcE AlLOcATiOn, ANd resOLVEs WorKFlOw chAlLEngeS as OPERatioNs LEad level 4.",101326.9,1992-5-7,706 40 17575
MorGaN RodRIguEZ,MS,,"789 eaSt bLvd, AlBAny, Ny 12201*","495 jESSiCA CoVE
porT sTaCy, in 48513@",mORgan_RodrIgueZ@KLB.cOM,+1-503-456-9932x4375,Engineering,eNGineEr LeVeL 4^,"WoRks oN TEcHNicaL pROJeCTS, eNSURES COMPLianCe WIth SafETY stanDArDS, ANd PRoviDes engIneErING SolUTiOns aS enGinEer LEVel 4.^",100845.63,,039 91 409
juDy doylE^,GED,West Division,"101 WesT DR, SACramEntO, ca 94203^","359 SeAn vieW sUiTe 731
yuhAveN, Mi 83825&",jUDY_dOYlE@Klb.COM,+1-276-576-9875x007,Operations,opEraTIonS assoCIATe lEVel 7,"peRFoRms pROdUcTiOn and oPEraTiONaL tasKS wIThIn thE WEsT diviSIon, EnsuRIng QualiTY ANd efFiCiENcy in PRoCESses.&",33767.35,1977.11.13,551/36/3940!
blakE scHaefEr$,BS,Central Division,,"79670 SMitH laKes
soutH mONiQuemoUth, nH 80130^",blAkE_SchaefeR#kLb.com,(511)762-5069,Administrative,,"prOvIDES AdmINistraTive SuppoRt wItHiN the CENtrAL DiVIsIoN, aSSIsTiNG WiTh SChedULIng, doCumENtatioN, aNd COmmUnicaTion tasKS.",35515.47,1981.17.10,403 39 65650
mIcHaEL SCHulTz,HS,North Division,"123 nORtH ST, sprinGFIelD, il 62701$","087 jIMenEz jUNcTIOn
muRPHybOROUgh, dE 67212*",michAEL_sCHULtZ@klb.CoM,001-238-323-7084x44685,Operations,opERatIons asSociAtE leVEl 4#,"peRfORmS PrODuCtION aND oPERaTIonAL tAsKs wIThin tHE NOrTh DIVISioN, EnsURiNG qUaLitY AND eFfIciency In PRoCesSES.$",,1982.5.18,647 70 14367@
JONAthAN tOWNsEnD@,AB,,"456 SOUth AVE, AUStiN, tx 73301",,JoNAthAN_toWNSEND@KLb..COM,(527)672-8640x9322,Operations,OperATIOnS aSsoCIaTE LeVeL 8,"peRFoRmS pROduCtioN anD OPERATioNal tAsKs wiTHin THE souTH divISIOn, ENsUriNG QUALIty and EFficiencY IN prOcEsSeS.!",34857.91,1978.7.10,899-55-82868@
KEiTH SLoAN,AB,West Division,"101 WeST DR, sACrAMENTO, Ca 94203","0484 MIcHaeL RoaDS
LAKE ADAM, id 32533",keIth_SLOAN@KLB.cOm,969.929.4495x0695,Operations,OperatioNs AsSOcIAtE level 2$,"pErfoRms productION AnD oPERaTionaL TaSkS WiThIn the WeSt DivIsIon, ensuRiNG QUALITy aND efficiency In PRoCeSsEs.!",28299.32,1977-10-9,192/38/2423
ashLEy hOwaRd&,,,"101 WeST dR, SaCrAmEnTO, cA 94203@","0692 CHristiNa ViADUcT SUItE 305
wEndyhAven, ga 36094&",AshLEY_hOwArD@KlB.cOM,388.843.0217,Administrative,SECrEtAry LeVEl 1@,"providEs ADmInIstRative suPPOrt wIThIn THE WEst diVISIon, Assisting WIth sCHEDuLINg, DoCUMentAtioN, And CoMmuNICATIoN tASkS.",41215.38,1995-12-25,515-01-63318@
rIChArD sTeVeNs!,CTE,West Division,"101 WEsT dR, SacramenTO, CA 94203","0554 MArTinez sQUareS SUiTE 335
masonVIew, IA 21751",RIchard_STEVENS@klb.com,247-787-0794x896,Operations,oPerATiOnS asSOCIaTe LEVEl 3,"PeRFOrms prodUcTIoN aNd operATiOnal TasKS wIthIn thE wEsT dIviSIoN, enSUrInG QuALitY aND efFIciENcy In PRocEsses.%",32407.3,7.1996.1,500/37/65695
ShERrY hArrIs,AB,East Division,"789 EasT BLvd, alBANy, NY 12201%","80158 cALEB UniONs suItE 482
EaST RAchELTOwN, Nc 32957*",SHeRrY_HArRIS#KLb.cOM,7779431817,Operations,opEraTIOns aSsOcIate LEVeL 7,"pErfoRms PRodUCTIoN And oPERAtIonaL TaSKs wIThiN The EAst DIvIsIOn, EnsURinG QualIty ANd effiCIencY In pROcesSES.#",40322.29,1992.3.13,220-05-89519$
MArc HOffMAN@,AB,South Division,"456 SOutH AVE, ausTIn, tx 73301$","5983 suSan RaNch aPt. 403
JOhNfuRt, ne 92336%",Marc_hofFMAn@kLB.Com,3447324006,Administrative,SecretaRY lEVeL 7,,51926.29,,795/19/73190
dAvid cOOK,AB,West Division,"101 WESt Dr, SacRaMENto, CA 94203#",,,,Operations,oPeRAtIOnS AssOcIaTE lEvEL 3,"performs PROdUctioN ANd opErATIoNaL TaSKS WiThIN tHe wesT dIVISiON, enSURiNg qUaLItY ANd eFFICiENCy iN ProCeSsEs.",34080.63,1996.7.12,285 10 0545
micHAEl BEASlEY,PhD,West Division,,"1513 MuNoZ lOAf suiTE 071
sTANtOnstaD, WA 68223",MichAeL_bEASleY%KLb.CoM,001-591-618-7203x7917,Engineering,eNgINEEr LEvel 3,"WoRKS On teCHNICAl projectS, ensurEs COmPlIaNCE wITH safetY STaNDArDs, AnD PROViDEs eNgINeeRing SOlUTiOnS as EnGineer LEvEl 3.*",114711.27,8.1991.20,862 87 75054^
willie lYnch!,GED,East Division,"789 eAST BLvD, alBANy, ny 12201",,wIlLIE_lyNCH@klb..COM,+1-336-645-7767x874,Operations,OPERATioNs ASsOcIAte LevEL 10,"PeRforMS pRodUctioN ANd oPERationaL TaSKs WiThin the eaSt diVisiOn, enSurInG quALiTY aND effiCIencY IN pRoCESSes.%",35158.75,1984/7/10,
mAnuel gillEspIe^,HS,South Division,"456 SOUtH ave, AUSTiN, Tx 73301*","707 BELl glENS
CAlLaHAnfURt, Wv 71151",mAnUeL_GIlLesPie#klB..COm,001-316-399-5706x07174,,sEcRETary lEvEL 7,"PRoVIDES admIniSTRatIVE suPpoRT WIThiN tHe SOUTH DivisioN, AsSiSTINg wITh scheDuliNG, dOcumEntAtiON, AnD commuNiCATiON tASKs.",46289.24,1980.8.6,742 92 15415
annA sAmpSON$,BS,West Division,"101 wEst DR, sAcRamenTO, ca 94203&","9723 DaKOTa sUMMiT
ElIZaBeTHHaVEn, tn 74930",AnnA_SAmpSOn@kLB.Com,(504)575-8910x93050,,oPeraTiOns asSocIAte levEL 6#,"peRFoRmS prODUCTiON aND oPEraTIonAL TASks WIthIN thE wEST DiviSION, ENSurING QualItY AND effiCIeNCY in PRoceSsES.",33382.17,05.1981.19,241 07 50274
COLleeN cARlSoN,HS,Central Division,"202 MAIn St, colUMBus, Oh 43085","8680 CarTer forgES suite 429
DavIdbORoUgH, mA 80582",CoLlEEN_CArlsoN%klB.COm,872-757-6446,Operations,oPeRatIONS ASSOcIatE LeveL 1,"PeRFORms pRODuCtiOn aNd operATioNaL tASkS wIThiN The CenTRal divISiON, ENsURinG quaLITy AND effiCIEnCY In prOceSses.",28749.65,1988-2-13,193/55/431$
mRS. joDI CHavEz!,,Central Division,"202 mAiN sT, CoLumBUS, oh 43085","790 GarCIA rOAd
sMITHpOrT, Az 27686",mrS._jODI_chAvEz@KLb.CoM,+1-552-391-4784x3950,Operations,OPErATIOns asSOCiATe leVEl 6#,"peRFOrMS ProdUCTioN aND oPERatIONAl TaSks WITHiN The ceNtrAL diViSioN, ensuRING qUalItY ANd EFfIcieNCY in pRocESSeS.",37347.73,05/09/1977,533 83 78552*
ALYsSa vaZquEz,CTE,East Division,,"7091 RobeRtS CirCleS suItE 140
MiChAELbUry, nC 59993*",,(247)854-8892,Operations,OpeRATIOns AsSociATe LEVEl 3*,,35573.34,1976-7-26,812-20-6089
riCardo EllIs%,MA,North Division,"123 nORTh sT, SPRINGField, il 62701","05486 KiNG tErrace
wEST MIChaEl, wi 06766",RICArdo_elliS@Klb..coM,+1-754-615-6676x5277,Administrative,SEcRetarY leVeL 1#,"provIDeS adminIsTraTiVe supPORt withIN ThE NoRTH DIvision, asSisTiNg With sCHEdUlinG, DoCUMeNtatIon, anD COmmUNicaTiON tAsks.#",36284.34,7/9/1969,
mrS. DEborah paTRicK,MS,East Division,"789 eAST Blvd, alBANy, NY 12201!","7605 LoPEZ cape sUiTe 968
pORt mARcSIDe, Wv 86520",,(768)329-0876x22905,,EngINEeR LEvEL 2,"wOrKS on TechNIcAl PROjeCts, ensurEs COmpliance wITH SaFETY StANDARdS, anD pROVIdes enGIneERINg SOlUtIoNS aS EnGiNeER lEVEl 2.",,12.1976.02,546 37 00811
jennIfER Gaines,PhD,Central Division,"202 MaiN ST, colUmbUS, oh 43085","175 Dave bROOKs apT. 280
wESt VAnEsSAMouTH, pa 52266",,689-619-5136,Engineering,EngINEeR LEVel 2,"wOrkS On TecHNiCAl pROjeCtS, EnsuReS cOMPlIaNcE WIth SafetY StaNDaRDs, aND ProVidEs EnGiNEeRiNg sOLuTionS aS ENGineer LeVEL 2.",84416.16,27/1978/8,763-17-095
mR. josHuA SMITH@,CTE,East Division,"789 easT Blvd, albanY, NY 12201%","857 FaulkneR tUrnPIke
HaIleYTOwn, ID 12948&",mR._JOShua_sMITh@kLB.cOm,001-956-639-6609x3631,Operations,operATIoNs AssoCIatE LeVel 5!,"PErforms PROductioN AnD OperAtIONal taSkS WithiN The EAST dIVisIon, ENSURiNG QUALity AND EffICIENcY in PROCeSSes.!",37636.75,1980-02-15,332/06/7415
dreW JenKiNs*,HS,East Division,"789 EAST BlVd, alBANy, nY 12201","6146 CaRTer exPrESSway Apt. 595
sOuTh pAtRIcIA, NV 86840",DREw_JeNKIns@KLB..Com,,Operations,,"perFormS PRoduction ANd oPeRaTIoNaL TASkS WItHIn ThE easT DIViSioN, eNSuriNg QuALItY aNd eFFIciEncY in pROcesSes.",31058.47,21-1969-5,684-05-883
ToDD RuiZ$,BA,Central Division,"202 MaiN St, ColuMBus, OH 43085*",,,(946)811-8118,Operations,OpERatIOnS leaD leVEl 4,"eNSUrEs smOOth dAilY operATiOnS, maNAgES reSoUrCE aLlOcatioN, AnD rESOlVEs WorKfLow chALLEnges as oPERAtIoNs LeAd LEvEl 4.^",95828.33,1987.05.14,860/45/934%
lORi SPEaRS@,GED,Central Division,"202 MAiN sT, COLUmBUs, Oh 43085","464 SAraH moUNtaINs APT. 078
wEST EVAnSTAd, Ut 33053",LoRI_sPeArS@Klb.CoM,896-481-3676x77644,Operations,opErATiOnS AssoCiatE leveL 2#,"PerforMS pRoDucTIon ANd opERaTIONaL TASks wItHIN ThE cEntRaL DIviSION, ENsuring QuaLITY aND eFFiCieNcy In ProCeSsEs.&",31212.37,1975.11.10,478/80/5677
MiCheLLE ranDaLL,,Central Division,"202 mAIn ST, cOLumbus, oH 43085#","PSc 7090, Box 9825
apO Aa 64986!",miChelle_rANdaLL!kLB.cOm,639.977.5044,Operations,operAtiONS aSSoCiaTe LeVel 2!,"peRFoRMs PROduCtIon aNd oPerATiONAL Tasks WitHiN tHE cenTRaL DiVIsION, ENsUriNg qUALity aND eFFiCIeNcY iN PRocEsseS.!",28093.86,1984-9-28,
